,ID,url,title,description
36036,2760251,https://news.maxifoot.fr/liverpool/man-utd-un-calvaire-pour-klopp-foot-340143.htm,"Liverpool : Man Utd, un calvaire pour Klopp - Barça","Accroché par Manchester United (0-0) à Anfield dimanche en Premier League, Liverpool n’a pas réussi à faire sauter..."
9658,836234,https://www.starmag.com/news-people/exclu-loana-droguee-automutilee-son-ex-fred-cauvin-balance-des-photos-trash-425705.html,"EXCLU : Loana droguée, automutilée... Son ex Fred Cauvin balance les photos trash - StarMag.com","News People. Alors que Loana a porté de lourdes accusations contre son ex, Fred Cauvin, ce dernier sort du silence. Interrogé par la rédaction de StarMag, il dément les déclarations de l'ancienne candidate de télé-réalité et affirme que celle-ci est retombée …"
32901,2536046,https://www.bfmtv.com/economie/stations-de-ski-les-remontees-mecaniques-ne-rouvriront-pas-jeudi_AN-202101060346.html,Stations de ski: les remontées mécaniques ne rouvriront pas ce jeudi - BFMTV,"Le secrétaire d'État chargé du Tourisme a fait savoir, ce mercredi, que les remontées mécaniques ne rouvriraient pas ce jeudi 7 janvier. Aucune date d'éventuelle réouverture n'a été communiquée."
18347,1490244,https://www.frandroid.com/bons-plans/bons-plans-objets-connectes/789666_les-appareils-google-sont-en-promotion-dont-le-nest-mini-a-moitie-prix,"Les appareils Google sont en promotion, dont le Nest Mini à moitié prix - Frandroid","C'est le bon moment de craquer si vous attendiez de belles promotions sur les produits Google Nest. Certaines références de la firme de Mountain View chutent aujourd'hui à des prix totalement inédits, ce qui est parfait pour s'équiper à moindres frais."
86978,6443872,https://www.numerama.com/tech/739045-google-chrome-doit-etre-mis-a-jour-sans-tarder-des-failles-sont-exploitees.html,"Google Chrome doit être mis à jour sans tarder, des failles sont exploitées - Numerama","Une mise à jour de Google Chrome est disponible et doit être installée rapidement : elle corrige plusieurs vulnérabilités, dont deux sont exploitées."
35873,2751169,https://actu.orange.fr/societe/high-tech/s-il-se-reforme-le-reseau-social-conservateur-parler-pourra-revenir-sur-apple-CNT000001wtprQ.html,"S'il se réforme, le réseau social conservateur ""Parler"" pourra revenir sur Apple - Actu Orange","Le réseau social conservateur Parler, suspendu de téléchargements par Apple pour incitation à la violence, pourra y retourner s'il réforme la modération de son contenu, a indiqué le PDG d'Apple, Tim Cook, dimanche."
64044,4726947,https://www.tradingsat.com/valneva-FR0004056851/actualites/valneva-en-attendant-le-vaccin-anti-covid-les-ventes-de-valneva-patissent-des-restrictions-aux-voyages-969285.html,"Valneva : En attendant le vaccin anti-Covid, les ventes de Valneva pâtissent des restrictions aux voyages - BFM Bourse","(BFM Bourse) - Le groupe nantais, qui développe un vaccin contre le Covid actuellement dans la dernière ligne droite des essais cliniques, a vu les ventes de …"
45929,3449449,https://www.purepeople.com/article/anne-elisabeth-lemoine-on-s-engueule-a-longueur-de-soirees-confidences-sur-son-fils-arthur_a426803/1,"Anne-Elisabeth Lemoine : ""On s'engueule à longueur de soirées"", confidences sur son fils Arthur - Pure People","Le 4 mars, Anne-Elisabeth Lemoine a évoqué sa relation avec son fils Arthur, âgé de 17 ans. Et le moins que l'on puisse dire c'est qu'à cause de la crise sanitaire, tous les deux ne sont pas toujours sur la même longueur d'onde."
28054,2185312,https://www.purepeople.com/article/adele-exarchopoulos-croyait-sa-carriere-terminee-j-ai-recommence-a-vendre-des-sandwichs_a415604/1,"Adèle Exarchopoulos croyait sa carrière terminée : ""J'ai recommencé à vendre des sandwichs"" - Pure People","Pendant quelques années, alors qu'elle était enceinte, Adèle Exarchopoulous a vécu un passage à vide dans sa carrière. Ne faisant ""plus de sous"", l'actrice s'est même remise à vendre des sandwichs dans le magasin parisien de son père, comme elle l'a confié au…"
44707,3362154,https://www.basketusa.com/news/619781/programme-de-la-soiree-bucks-clippers-a-21h30-suivi-dun-excitant-lakers-warriors/,"Programme de la soirée : Bucks – Clippers à 21h30, suivi d’un excitant Lakers – Warriors - BasketUSA",Huit matches au programme de la soirée avec une superbe affiche en prime time : Milwaukee - LA Clippers.
48646,3644452,https://actu.orange.fr/societe/high-tech/la-chine-bloque-la-messagerie-signal-CNT000001xNRwU.html,La Chine bloque la messagerie Signal - Actu Orange,"L'application de messagerie sécurisée Signal, l'une des rares plateformes étrangères jusqu'ici à ne pas être bloquées en Chine, semblait inaccessible mardi dans un pays où l'internet est étroitement contrôlé."
37881,2887374,https://www.lemonde.fr/culture/article/2021/01/29/a-new-york-un-botticelli-aux-origines-mysterieuses-atteint-des-records-aux-encheres_6068006_3246.html,"Des origines troubles, un médaillon mystère et un acheteur anonyme : sur la piste du Botticelli vendu 92,2 millions de dollars - Le Monde","Le « Portrait de jeune homme tenant un médaillon », vendu à un intermédiaire, n’a été attribué définitivement au maître italien qu’en 2009."
29133,2266983,"https://www.lesviolets.com/actu/avant-le-tfc-le-havre-enchaine-un-sixieme-match-sans-victoire,55952.html","Avant le TFC, Le Havre enchaîne un sixième match sans victoire - LesViolets.Com","Oppos&eacute; &agrave; Clermont pour le compte de la 15&egrave;me journ&eacute;e, Le Havre n'a pu faire mieux qu'un match nul (0-0)..."
67016,4950990,https://www.tradingsat.com/cac-40-FR0003500008/actualites/cac-40-la-bourse-de-paris-franchit-6500-points-en-cloture-mais-des-signaux-d-alerte-retentissent-971205.html,Cac 40 : La Bourse de Paris franchit 6500 points en clôture mais des signaux d'alerte retentissent - BFM Bourse,
19038,1543659,https://www.clubic.com/bons-plans/amazon/bons-plans-18762-black-friday-avant-l-heure-le-top-des-bons-plans-amazon-deja-disponibles-.html,Black Friday avant l’heure : le TOP des bons plans Amazon déjà disponibles 🔥 - Clubic,"Le 27 novembre 2020 aura lieu la nouvelle édition du Black Friday. Pour faire patienter ses clients avant l'événement de fin d'année, Amazon propose déjà quelques promotions sur des produits high-tech. La Team Clubic Bons Plans fait le point dans cet article !"
9876,852851,https://la1ere.francetvinfo.fr/reunion/quelle-prise-en-charge-pour-les-patients-de-l-unite-covid-19-du-chu-de-saint-denis-872440.html,Quelle prise en charge pour les patients de l’unité Covid-19 du CHU de Saint-Denis ? - Réunion la 1ère - Outre-mer la 1ère,"Alors que le nombre de cas de coronavirus continue d’augmenter à La Réunion, le nombre de patients hospitalisés est aussi en hausse. Pour la première fois, Réu"
46681,3502292,https://www.mouv.fr/musique/rap-fr/booba-les-premiers-chiffres-de-ultra-367103,Booba : les premiers chiffres impressionnants de “ULTRA” - Mouv,"C'est l'heure des premiers comptes concernant la sortie d'""ULTRA"", le dernier album de Booba."
13046,1089037,https://www.midilibre.fr/2020/09/30/le-torero-biterrois-sebastien-castella-annonce-sa-retraite-9108346.php,Béziers : le torero biterrois Sébastien Castella annonce sa retraite - Midi Libre,"Coup de massue sur le monde taurin. Par un communiqué diffusé ce mercredi 30 septembre, après 22 h, le maestro biterrois a annoncé se retirer du toreo. Une décision aussi surprenante qu’inattendue."
78736,5810617,https://www.public.fr/News/JO-2020-a-Tokyo-La-colere-de-Matt-Pokora-fait-trembler-tout-Twitter-1681144,JO 2020 à Tokyo : La colère de Matt Pokora fait trembler tout Twitter ! - Public,"Vendredi 23 juillet, le coup d'envoi des Jeux Olympiques a été donné avec une cérémonie historique à laquelle a assisté le président Emmanuel Macron. Le chef de l'Etat, venu pour 48 heures au pays du soleil levant, a même pu assister à quelques épreuves. Fan …"
67810,5008323,https://www.tf1.fr/tf1/meteo/videos/meteo-du-6-juin-2021-previsions-meteo-a-12h50-04059859.html,Météo du 6 juin 2021 : Prévisions météo à 12h50 - TF1,"Météo du dimanche 6 juin 2021 à 12h50 sur TF1 présentée par Tatiana Silva ou Evelyne Dheliat. Consultez sans plus attendre les prévisions météorologiques du dimanche 6 juin 2021 à 12h50 et découvrez les températures du jour, du lendemain et des prochains jour…"
